Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
68,3.0,0.0,0.0,556.0,8.0,41.0,4443.0,0.1,31.00900000000001,0.0,0.0,907.9369704723358,,,,,,,,,,,,,,,,,,,,,12.729554394343744,10.452992223838065,30.548154029737354,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,747.0,9.0,191.0,4634.0,0.1,182.00800000000004,0.0,0.0,924.8264334201813,,,,,,,,,,,,,,,,,,,,,83.03448463955085,50.31814790553145,166.48120937137932,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,844.0,10.0,97.0,4731.0,0.1,91.00500000000002,0.0,0.0,933.5424981117249,,,,,,,,,,,,,,,,,,,,,42.78923570599211,26.627702780683407,87.0284139359768,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,922.0,11.0,78.0,4809.0,0.1,70.00700000000003,0.0,0.0,940.6644008159637,,,,,,,,,,,,,,,,,,,,,32.01129460921826,21.362754545142735,67.64534205925744,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,1012.0,12.0,90.0,4899.0,0.1,81.00800000000004,0.0,0.0,949.1204376220703,,,,,,,,,,,,,,,,,,,,,36.8065685867056,24.530424851598887,77.85103304224798,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,1038.0,13.0,26.0,4925.0,0.1,19.006000000000007,0.0,0.0,951.8598246574402,,,,,,,,,,,,,,,,,,,,,7.992899277307997,6.5981031847989895,18.835837457868273,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,1072.0,14.0,34.0,4959.0,0.1,25.00800000000001,0.0,0.0,955.2309336662292,,,,,,,,,,,,,,,,,,,,,10.215673062721867,8.561502710659374,24.710062530866665,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,1269.0,15.0,197.0,5156.0,0.1,186.01000000000005,0.0,0.0,972.4931468963623,,,,,,,,,,,,,,,,,,,,,83.94680694165866,51.72403670878047,169.81193308673383,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,1325.0,16.0,56.0,5212.0,0.1,44.010999999999974,0.0,0.0,977.9383788108826,,,,,,,,,,,,,,,,,,,,,18.205874510623467,14.484717974564742,43.07758311605408,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1379.0,17.0,54.0,5266.0,0.1,46.006999999999984,0.0,0.0,983.0147352218628,,,,,,,,,,,,,,,,,,,,,20.560094178136882,14.66075741624729,44.98668329428589,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1502.0,18.0,123.0,5389.0,0.1,114.00800000000004,0.0,0.0,993.9929966926575,,,,,,,,,,,,,,,,,,,,,52.223124149864354,33.28631176002085,107.80004802556984,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1561.0,19.0,59.0,5448.0,0.1,50.00799999999998,0.0,0.0,999.4783539772034,,,,,,,,,,,,,,,,,,,,,22.094919327837076,15.92933016230435,48.80195486743763,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1589.0,20.0,28.0,5476.0,0.1,20.00700000000001,0.0,0.0,1002.2961654663086,,,,,,,,,,,,,,,,,,,,,8.165721110157886,6.961514292335569,19.817975942825285,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,190.0,1.0,190.0,5666.0,0.1,182.00700000000003,0.0,0.0,1324.2936136722565,,,,,,,,,,,,,,,,,,,,,83.47059273577808,50.08761067844022,166.48038166314694,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,311.0,2.0,121.0,5787.0,0.1,107.01300000000006,0.0,0.0,1335.1231408119202,,,,,,,,,,,,,,,,,,,,,46.95807639662008,32.307307097116585,101.53403930057087,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,403.0,3.0,92.0,5879.0,0.1,83.00800000000004,0.0,0.0,1343.6716074943542,,,,,,,,,,,,,,,,,,,,,37.74891626140294,25.07161407240524,79.69440882719653,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,443.0,4.0,40.0,5919.0,0.1,30.00900000000001,0.0,0.0,1347.5393781661987,,,,,,,,,,,,,,,,,,,,,12.259853107309647,10.148879441790953,29.577731761498857,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,533.0,5.0,90.0,6009.0,0.1,82.00700000000003,0.0,0.0,1355.7787969112396,,,,,,,,,,,,,,,,,,,,,37.69109508636139,24.62365040692156,78.77226720436904,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,595.0,6.0,62.0,6071.0,0.1,51.00999999999998,0.0,0.0,1361.5621497631073,,,,,,,,,,,,,,,,,,,,,21.845532126526596,16.44141262244498,49.75503732777358,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,627.0,7.0,32.0,6103.0,0.1,26.005000000000006,0.0,0.0,1364.9673063755035,,,,,,,,,,,,,,,,,,,,,11.684131793819713,8.621212577120772,25.68244699413906,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,812.0,8.0,185.0,6288.0,0.1,174.01000000000002,0.0,0.0,1381.3142778873444,,,,,,,,,,,,,,,,,,,,,80.27529313651172,47.77874778688824,159.4778670259303,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,900.0,9.0,88.0,6376.0,0.1,80.00700000000003,0.0,0.0,1389.391595363617,,,,,,,,,,,,,,,,,,,,,36.746963586715815,24.08379193391602,76.92704436605678,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1155.0,10.0,255.0,6631.0,0.1,246.00800000000004,0.0,0.0,1411.692639350891,,,,,,,,,,,,,,,,,,,,,110.83882271695909,65.26048147271575,218.1802425119571,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1191.0,11.0,36.0,6667.0,0.1,24.011000000000013,0.0,0.0,1415.4577929973602,,,,,,,,,,,,,,,,,,,,,8.937521254903936,8.34808039087558,23.7366988959164,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1377.0,12.0,186.0,6853.0,0.1,179.00600000000003,0.0,0.0,1431.8935105800629,,,,,,,,,,,,,,,,,,,,,82.57957889944976,49.12592430560016,163.97398231535087,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1456.0,13.0,79.0,6932.0,0.1,68.01000000000005,0.0,0.0,1439.0878069400787,,,,,,,,,,,,,,,,,,,,,29.88459689655709,21.260695500062152,65.78061228913798,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1587.0,14.0,131.0,7063.0,0.1,117.01300000000006,0.0,0.0,1450.848652601242,,,,,,,,,,,,,,,,,,,,,51.56847867145604,34.95206405641373,110.47837556679734,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1974.0,15.0,387.0,7450.0,0.1,360.0259999999999,0.0,0.0,1484.4352326393127,,,,,,,,,,,,,,,,,,,,,157.31976600651308,86.36756473045519,299.7424356844126,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,2332.0,16.0,358.0,7808.0,0.1,348.0089999999998,0.0,0.0,1515.7173359394073,,,,,,,,,,,,,,,,,,,,,152.42006160602014,87.37048600971829,294.03038468402826,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,2626.0,17.0,294.0,8102.0,0.1,256.037,0.0,0.0,1541.258629322052,,,,,,,,,,,,,,,,,,,,,117.64435654767084,63.584279864563655,221.89312352891923,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,2782.0,18.0,156.0,8258.0,0.1,147.00800000000004,0.0,0.0,1555.1085515022278,,,,,,,,,,,,,,,,,,,,,67.33986926576472,41.70985148571103,136.77639641096627,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,2916.0,19.0,134.0,8392.0,0.1,126.00700000000003,0.0,0.0,1567.0144712924957,,,,,,,,,,,,,,,,,,,,,58.18576589434693,36.17617350418887,118.44688268865218,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,3299.0,20.0,383.0,8775.0,0.1,320.0619999999999,0.0,0.0,1600.449024438858,,,,,,,,,,,,,,,,,,,,,148.9909704544362,78.12571468735987,263.5252452812682,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,318.0,1.0,318.0,9093.0,0.1,276.04099999999903,0.0,0.0,1985.1493768692017,,,,,,,,,,,,,,,,,,,,,110.69516478868674,77.81445559466505,241.3223409567705,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,699.0,2.0,381.0,9474.0,0.1,372.0079999999998,0.0,0.0,2018.5427663326263,,,,,,,,,,,,,,,,,,,,,162.33517793786282,91.9368912954539,310.77954551716306,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,729.0,3.0,30.0,9504.0,0.1,22.00700000000001,0.0,0.0,2021.6108989715576,,,,,,,,,,,,,,,,,,,,,9.105771111414771,7.582150459317631,21.77735980891558,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,926.0,4.0,197.0,9701.0,0.1,181.01500000000007,0.0,0.0,2038.8924708366394,,,,,,,,,,,,,,,,,,,,,80.86215083797813,49.68966403990305,165.41582251412422,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,996.0,5.0,70.0,9771.0,0.1,60.00899999999998,0.0,0.0,2045.33531665802,,,,,,,,,,,,,,,,,,,,,26.475807247229866,18.88864081556066,58.27217957967367,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,1101.0,6.0,105.0,9876.0,0.1,95.00900000000004,0.0,0.0,2054.741218328476,,,,,,,,,,,,,,,,,,,,,42.969774820064224,28.46750119753785,90.67843984514371,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1275.0,7.0,174.0,10050.0,0.1,140.03300000000016,0.0,0.0,2070.2883002758026,,,,,,,,,,,,,,,,,,,,,54.962301001166765,43.280014977975306,130.73089067625887,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1505.0,8.0,230.0,10280.0,0.1,213.01600000000008,0.0,0.0,2090.3520092964172,,,,,,,,,,,,,,,,,,,,,93.2907688817667,59.37059830688943,191.94281684807322,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1789.0,9.0,284.0,10564.0,0.1,273.00999999999976,0.0,0.0,2115.130206823349,,,,,,,,,,,,,,,,,,,,,121.36992597455307,71.75245715235029,239.01873948345462,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1876.0,10.0,87.0,10651.0,0.1,77.00900000000004,0.0,0.0,2123.1464273929596,,,,,,,,,,,,,,,,,,,,,34.51860223662225,23.603758458340916,74.15411568266352,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1929.0,11.0,53.0,10704.0,0.1,37.014999999999965,0.0,0.0,2128.369297027588,,,,,,,,,,,,,,,,,,,,,13.80409896086706,12.548912920066206,36.356058516047625,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,2055.0,12.0,126.0,10830.0,0.1,115.01000000000005,0.0,0.0,2139.5792429447174,,,,,,,,,,,,,,,,,,,,,51.85130019985463,33.92407851196923,108.6940155118265,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,2112.0,13.0,57.0,10887.0,0.1,47.00899999999998,0.0,0.0,2144.900428533554,,,,,,,,,,,,,,,,,,,,,20.3026449256037,15.183027330169283,45.943590476603326,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,2150.0,14.0,38.0,10925.0,0.1,29.00800000000001,0.0,0.0,2148.6314845085144,,,,,,,,,,,,,,,,,,,,,12.100202689613871,9.782154538069728,28.605374441302846,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,2193.0,15.0,43.0,10968.0,0.1,28.014000000000017,0.0,0.0,2152.839202404022,,,,,,,,,,,,,,,,,,,,,10.010911313829588,9.672289467445866,27.638780736196992,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2796.0,16.0,603.0,11571.0,0.1,551.0509999999988,0.0,0.0,2205.066104888916,,,,,,,,,,,,,,,,,,,,,213.81128993598435,129.93785844278256,422.9683058119189,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2903.0,17.0,107.0,11678.0,0.1,100.00600000000003,0.0,0.0,2214.6037907600403,,,,,,,,,,,,,,,,,,,,,46.57068446288741,29.217524156371052,95.21326808537374,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2997.0,18.0,94.0,11772.0,0.1,70.02300000000001,0.0,0.0,2223.1369664669037,,,,,,,,,,,,,,,,,,,,,29.77860135092985,20.112085073087627,67.35846103662482,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,3330.0,19.0,333.0,12105.0,0.1,323.0089999999998,0.0,0.0,2252.0148210525513,,,,,,,,,,,,,,,,,,,,,142.37657184290504,82.22121827402785,276.1496246760403,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,3669.0,20.0,339.0,12444.0,0.1,326.0119999999997,0.0,0.0,2281.6913590431213,,,,,,,,,,,,,,,,,,,,,142.6339711152543,82.90533548293783,278.2152360487905,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,460.0,1.0,460.0,12904.0,0.1,423.03599999999915,0.0,0.0,2739.824780225754,,,,,,,,,,,,,,,,,,,,,174.07576300934804,101.95965073626164,343.6481015707395,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,722.0,2.0,262.0,13166.0,0.1,241.0200000000001,0.0,0.0,2762.9911839962006,,,,,,,,,,,,,,,,,,,,,106.05053802714627,64.12525844808451,213.6618691132453,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,1073.0,3.0,351.0,13517.0,0.1,333.0169999999996,0.0,0.0,2793.92995429039,,,,,,,,,,,,,,,,,,,,,143.08300685775896,86.14734235532609,283.3613038393014,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,1140.0,4.0,67.0,13584.0,0.1,58.00799999999998,0.0,0.0,2800.1466352939606,,,,,,,,,,,,,,,,,,,,,25.90678580618496,18.19182161512902,56.38495888379431,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,1200.0,5.0,60.0,13644.0,0.1,49.00999999999998,0.0,0.0,2805.782481908798,,,,,,,,,,,,,,,,,,,,,20.899377870440496,15.863011372841918,47.85169286180433,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,1258.0,6.0,58.0,13702.0,0.1,45.01199999999997,0.0,0.0,2811.399254322052,,,,,,,,,,,,,,,,,,,,,18.354755535492956,14.852641109956377,44.03545104558153,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,1779.0,7.0,521.0,14223.0,0.1,460.0599999999986,0.0,0.0,2856.388261079788,,,,,,,,,,,,,,,,,,,,,178.80315955560914,113.9470376201972,367.63846315938315,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1811.0,8.0,32.0,14255.0,0.1,23.00800000000001,0.0,0.0,2859.619928598404,,,,,,,,,,,,,,,,,,,,,9.279295910416907,7.942418378612332,22.75655288007393,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,1967.0,9.0,156.0,14411.0,0.1,124.03100000000006,0.0,0.0,2873.4949054718018,,,,,,,,,,,,,,,,,,,,,61.13763818534646,35.27281140982449,114.72285943910477,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,2288.0,10.0,321.0,14732.0,0.1,266.0539999999994,0.0,0.0,2901.494858980179,,,,,,,,,,,,,,,,,,,,,120.8893058336064,72.16148769841958,227.70371254879748,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,2388.0,11.0,100.0,14832.0,0.1,86.01300000000006,0.0,0.0,2910.818268299103,,,,,,,,,,,,,,,,,,,,,37.2072404761131,26.630115685028894,82.45710771070242,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,2614.0,12.0,226.0,15058.0,0.1,209.01600000000005,0.0,0.0,2930.694373846054,,,,,,,,,,,,,,,,,,,,,93.88317028780014,57.27375733718949,188.17456446933159,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,2656.0,13.0,42.0,15100.0,0.1,31.010000000000012,0.0,0.0,2934.7205731868744,,,,,,,,,,,,,,,,,,,,,12.427449536595448,10.508545260354547,30.54911479994809,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,2700.0,14.0,44.0,15144.0,0.1,24.019000000000023,0.0,0.0,2938.9209196567535,,,,,,,,,,,,,,,,,,,,,7.319736985146935,8.301211916844057,23.744396621499916,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,3396.0,15.0,696.0,15840.0,0.1,675.0199999999995,0.0,0.0,2999.435035467148,,,,,,,,,,,,,,,,,,,,,265.77007369884996,146.5461060743529,491.02558885772675,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,3622.0,16.0,226.0,16066.0,0.1,218.00700000000003,0.0,0.0,3019.191930770874,,,,,,,,,,,,,,,,,,,,,99.25162243542495,58.60684403376047,195.96787310793695,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,3749.0,17.0,127.0,16193.0,0.1,118.00800000000004,0.0,0.0,3030.5338728427887,,,,,,,,,,,,,,,,,,,,,54.07179079717989,34.32414465763461,111.36349820166333,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,4188.0,18.0,439.0,16632.0,0.1,390.047999999999,0.0,0.0,3068.668407201767,,,,,,,,,,,,,,,,,,,,,160.3815934122401,98.59223905314812,320.280721654614,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,4229.0,19.0,41.0,16673.0,0.1,30.010000000000012,0.0,0.0,3072.620780467987,,,,,,,,,,,,,,,,,,,,,11.961812557362457,10.201169998480582,29.578693493441534,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,4259.0,20.0,30.0,16703.0,0.1,21.00800000000001,0.0,0.0,3076.454503774643,,,,,,,,,,,,,,,,,,,,,8.348237330869111,7.316556796244079,20.79913034162684,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
